wkt_geom,Name,FID,Field_1,ac_calc,cons1_type,cons2_type,county,created_da,created_us,date_rec,frntg_fr,frntg_sea,gap,gis_id,gis_notes,gis_source,globalid,hold1_name,hold1_type,hold2_name,hold2_type,last_edi_1,last_edite,lat,long,notes,objectid,presv_name,program1,project,pub_access,record_ac,share_levl,st_area_sh,st_length_,status,town1,tract_name,year_cons
"MultiPolygon (((-68.74163860907940204 44.43530492643630225, -68.74183782898299455 44.43554398043330167, -68.74185981013170021 44.43560484326270199, -68.74087960694210153 44.43579441628820348, -68.74040061663940548 44.43458597296869783, -68.73886553460940263 44.4348933502097978, -68.73876442654949415 44.43513168386670031, -68.73682661249270609 44.4339627510973969, -68.73697842832109473 44.4339391298719022, -68.73723305043229459 44.4338995129063008, -68.73750666710749613 44.43373033078520251, -68.73771548550359967 44.43344074131299948, -68.73793736311910152 44.43313138959859998, -68.73813637958879497 44.43305532112849932, -68.7383949138578032 44.43284803203150091, -68.73865675547189369 44.43258386285940276, -68.73906989614360441 44.432215693356099, -68.73940669400410286 44.43179333123020314, -68.73949843518209946 44.4317350212265012, -68.73973602005939654 44.43172655910179714, -68.74070125717840085 44.43213838386859749, -68.74118405235320495 44.43226101699789865, -68.7414215440745977 44.43234705831650189, -68.741424076799305 44.43235025375110325, -68.74086593833200709 44.43267505499350278, -68.74109968357899447 44.43287884632110263, -68.74157471928209873 44.43262460195909824, -68.7415900089960985 44.43268505990980088, -68.74158260981509727 44.43294165968160314, -68.74152194260580018 44.43318005944030347, -68.74147006527930159 44.43386587885539996, -68.74144347029759672 44.43433758546400014, -68.74147282888959865 44.43456968795010198, -68.74146954302760548 44.43472845967750118, -68.74163860907940204 44.43530492643630225)))",Tills Point I,0,Tills Point I,22.474293,Fee Owned,,Hancock,,,4/7/06,0,2640,2 -Permanent Protection to Maintain a Primarily Natural State,2245,,,{657BADD3-C2B0-40E7-B377-5B222F0B5023},Maine Coast Heritage Trust,Private,,,7/16/24,SDE,44.43369,-68.739744,,1055,Tills Point Preserve,,Tills Point I,Allowed,20,Allowed,92601.78217,1556.527556,Stewardship,Penobscot,Tills Point I,2006
"MultiPolygon (((-68.34300115703589995 44.25337712529459822, -68.34283558945649872 44.25323712642720153, -68.34326672137530068 44.25296123920909963, -68.34265831120329437 44.25246128566850246, -68.34277652333969399 44.25234770306980181, -68.34383112290690576 44.25321913427959686, -68.34445782782840695 44.25250142253089791, -68.34345501084089847 44.25167585120279767, -68.34339885980209317 44.25162259385260199, -68.3435279722145026 44.25155250855429756, -68.34371429944849297 44.25148933940229767, -68.34380616182700408 44.25147174840360265, -68.34398281001959674 44.25145464427760089, -68.34430596881759357 44.25145155878470149, -68.34573361918299383 44.25145645042260156, -68.34574205462820373 44.25152238430209906, -68.3458003322927965 44.25216860472360025, -68.34576585526960457 44.25230546950240296, -68.3452228028795048 44.25452914548660033, -68.34394377822960109 44.2545280541464976, -68.34300115703589995 44.25337712529459822)))",Higgins,1,Higgins,12.938386,Fee Owned,,Hancock,7/30/24,LP_EDITOR,,0,0,,29832,,,{C58A4479-D41C-401D-A40D-C2179FFCB19A},Maine Coast Heritage Trust,Private,,,7/30/24,LP_EDITOR,44.252956,-68.344539,,8728,Bass Harbor Marsh,,Bass Harbor Marsh,,0,,52661.16671,1294.525764,Stewardship,Tremont,Higgins,0
"MultiPolygon (((-68.27854943503010077 44.52307175187880262, -68.27855592678560015 44.52298623060379867, -68.27851921875350172 44.52287710061460047, -68.27846634870419962 44.52275620194659922, -68.27843998577100137 44.52268991887699912, -68.27839216652499488 44.52260016531280229, -68.2783112526463043 44.52254909415010076, -68.2782467915425002 44.52248645944180083, -68.27816039414580018 44.5224392435723999, -68.27808443618309298 44.52242709601180337, -68.27802478681459775 44.52241505149549994, -68.27791125893620006 44.52236377387600186, -68.27788475268670254 44.52230915723030336, -68.27786358488789631 44.52226235354100226, -68.27779859607210255 44.52224249683720103, -68.27770685976609855 44.52218746765380075, -68.27765312702520362 44.52213656791759888, -68.27767587911789349 44.5220550386738978, -68.27780633799579846 44.52205586368489776, -68.27784419596859777 44.52207165968520286, -68.27786059925749385 44.52206398509350294, -68.27788825957999563 44.52202526843900188, -68.2779158705815945 44.52199043971990022, -68.27793289830310641 44.52193221005799728, -68.27796604102020694 44.52188963798990073, -68.27793414725020682 44.52183109813699957, -68.27793457956890677 44.52179609847939901, -68.2779948539539987 44.52175758798600214, -68.27803901201599501 44.52170341806669995, -68.27813666382070323 44.52171959193039896, -68.27818544109599941 44.52173156767820217, -68.2782289760067016 44.52172795365699898, -68.27831556318609785 44.52175961496119783, -68.27840263178229918 44.52175238589509831, -68.27858230058039624 44.5217301859957999, -68.27866955977829377 44.52170740221190215, -68.2788273416103948 44.52169673115520254, -68.27900152516180299 44.52167838511449816, -68.27908864151710588 44.52166726667199725, -68.27919745267290352 44.5216601751395018, -68.27929025405599361 44.52167530280370045, -68.27930431191610694 44.52171964595139997, -68.27968518850200041 44.52292097504920321, -68.27873469424369546 44.52304584734989845, -68.2786685945270051 44.52305453069639896, -68.27854943503010077 44.52307175187880262)))",Hills Cove,2,Hills Cove,3.906663,Fee Owned,,Hancock,,,5/29/20,0,990,2 -Permanent Protection to Maintain a Primarily Natural State,29611,,Parcels,{A44B7D69-12B2-49E7-8936-7927DEFF25D5},Maine Coast Heritage Trust,Private,,,7/16/24,SDE,44.522309,-68.27878,,1619,Hills Cove,NAWCA,Hills Cove,Allowed,4,Allowed,15809.70566,541.982067,Stewardship,Hancock,Hills Cove,2020
"MultiPolygon (((-70.18733567490680514 43.72272783252540052, -70.18736032077539733 43.72275357602150336, -70.18727351302250383 43.72283168866800196, -70.18725073998159303 43.72287694364659671, -70.18718278745569705 43.7229721909761011, -70.18707702941189552 43.7230588261902966, -70.18697115041129564 43.72315896745139696, -70.18685736723179502 43.72323218001869805, -70.18678193017549916 43.72328248463220035, -70.18669834661119467 43.72333287558620185, -70.18661527210079498 43.7233697536032011, -70.18652429499350376 43.72337970112550209, -70.1864107323375066 43.72338538200939695, -70.18632008559700353 43.7233728180911001, -70.18622941772700585 43.72331973605069777, -70.18613868822009749 43.72324414402719839, -70.18608558901439665 43.72316816140249784, -70.18604765048370098 43.72307401549819872, -70.18603234923649836 43.72300664623959676, -70.18603991822610055 43.72289852046530001, -70.18601747820119385 43.72270517033719983, -70.18604000648629437 43.72252936125820355, -70.18606279733630515 43.72236705433640225, -70.18610835330019881 43.72221801963659971, -70.18614585280049312 43.72207356776070242, -70.18618379498839488 43.72195162182970307, -70.18619138350840103 43.72188401500380195, -70.18620667410000635 43.72179381677940313, -70.18624434239619347 43.72171689207659995, -70.18632763279100573 43.72161248401310019, -70.18640339975759446 43.72153966570589745, -70.18658470387269688 43.72144774482939766, -70.18677391471129567 43.72138275404810059, -70.18694065230509693 43.72129998862899924, -70.18705250515900218 43.72126557474520325, -70.18710723953070385 43.72124873534649936, -70.18726610055759352 43.72117955615979668, -70.18746259472639792 43.72105146243300311, -70.18765187098560432 43.72089192805189839, -70.18776550246190027 43.72079170375609891, -70.18786386056929416 43.72066462650320062, -70.18789400939979828 43.72056076870889996, -70.18793200461770709 43.72046133217980213, -70.18800007362369797 43.72035257826200194, -70.18809831017830447 43.72023900965979948, -70.1881589443321019 43.72016634839179972, -70.18824217392510434 43.72009795410029653, -70.18831772234590005 43.72003413794490001, -70.18840121109450081 43.71997924843940098, -70.18844623447620279 43.71996077253010071, -70.18852196179159364 43.71990596184439681, -70.18862063799369366 43.71987342299669876, -70.18874917837179339 43.71984057253659728, -70.18887016665370027 43.71979879572779737, -70.18896878214439994 43.71974374664839758, -70.18904435989149704 43.71972045249899708, -70.18910481240750698 43.71969731297080131, -70.18916547161430231 43.71966516919579959, -70.18920322388150623 43.71959274545420016, -70.1892635011695063 43.71950208137810279, -70.18930130990609939 43.71945216487699781, -70.18939968833329601 43.71936560436179775, -70.18945277301550334 43.71928401530099961, -70.18947554314010517 43.71923876259069885, -70.18950592337139938 43.71916641276980187, -70.18952857328820016 43.71913466439649909, -70.18953612672579823 43.71908506451679699, -70.18958902402160049 43.71905300130269723, -70.18964956468779803 43.71903436069909787, -70.18974032678809749 43.71903341589180059, -70.18982362850650247 43.71902804854919822, -70.18992196971750275 43.71901801902590279, -70.19000512530240599 43.7189856405748003, -70.19008079417909585 43.71890831889290041, -70.19012633306439852 43.71881780782450022, -70.19013324754119765 43.71880393559489875, -70.19013325294909578 43.71880464774439901, -70.19015910083649601 43.71882290492810341, -70.1905747217998055 43.71911824355039755, -70.19049686073699945 43.71919210749729956, -70.19033051875490514 43.71927487670559742, -70.19020934855230109 43.71936617821589977, -70.19013379549039655 43.71942999297360188, -70.19013428552139544 43.71943135555780202, -70.19015637769609839 43.71949278666649974, -70.1901717725092027 43.71950612944390002, -70.19020208223339807 43.7195283261613028, -70.19027783161570255 43.71957255299309963, -70.19035349331770135 43.71961228325699977, -70.19042148490049726 43.7197151168144984, -70.1904440010847992 43.71981392659279919, -70.19044404712730056 43.7199534860111001, -70.19041396138470645 43.72007985348729875, -70.19033807559699767 43.72022470661440252, -70.19030038392909887 43.72031964065089937, -70.19025508329990259 43.72044166460869974, -70.19023997729149755 43.72054086352930113, -70.19022496409340306 43.72064456431179735, -70.19017163197810305 43.72075316607830331, -70.19008101001979583 43.72083964647040233, -70.19001294054949369 43.72094840162060336, -70.18994469510960243 43.72104815379759657, -70.1898992386427949 43.72120169274199952, -70.18983880984100665 43.7213238758254974, -70.1897630435213955 43.72139669100010195, -70.1896571807776013 43.72143831399989722, -70.18956635306879832 43.72147527487599916, -70.18946797149790484 43.72156183553990161, -70.18941514832390283 43.72165692674939663, -70.18937730972180589 43.72172484860409725, -70.18934710614389871 43.72180619678290014, -70.18931657198949381 43.72191005894679705, -70.18930904747600152 43.72200017586420273, -70.18924109175189585 43.72209542446090325, -70.18916551117109748 43.7221187214648026, -70.1890971863888069 43.72209692181880314, -70.18908975925279492 43.7220744894411979, -70.18905939080370615 43.72202978699839804, -70.18905184914589768 43.72196233650259956, -70.18908190624439669 43.72185397744249968, -70.18907457376859327 43.72177752000769857, -70.18902144106739627 43.72171954680320027, -70.18890075309749932 43.72169829450619716, -70.18882483965849417 43.72174410260230104, -70.18880203576620147 43.72180736774200227, -70.18875664913790047 43.72186636314199859, -70.18870382086839754 43.72196145497260034, -70.18865091456819982 43.72205204385750221, -70.1885980270787968 43.72218314809570217, -70.18857848863470394 43.72221436419629725, -70.1882167025729018 43.72176883800639757, -70.1879357706072966 43.72142596243139678, -70.18793567086859753 43.72142600398549916, -70.18793552678390313 43.72142606310779911, -70.18793538144009858 43.72142612134290118, -70.1879352360252966 43.72142617597720005, -70.18793508811009474 43.72142622973709791, -70.1879349389182039 43.72142628170949763, -70.18793478843160472 43.72142633099419839, -70.18793463666830235 43.72142637849130153, -70.18793448486940179 43.72142642418810254, -70.18793433055239461 43.72142646811030176, -70.18793417619990294 43.72142651023209936, -70.18793402057059438 43.72142655056629934, -70.18793386488789565 43.72142658820000349, -70.18793370668720399 43.72142662405909874, -70.18793354845089993 43.72142665811770001, -70.18710742851840223 43.72176752873340178, -70.18710415266140501 43.72177396270519978, -70.18699132192520551 43.7219955527712969, -70.18687329266910524 43.72224300807499731, -70.18687331478329838 43.72224305916739695, -70.18687336176080294 43.72224317482930189, -70.18687340623810655 43.72224328961679873, -70.186873447009404 43.72224340534319964, -70.18733567490680514 43.72272783252540052)))",Clapboard Island East,3,Clapboard Island East,16.115142,Fee Owned,,Cumberland,,,8/15/14,0,4400,2 -Permanent Protection to Maintain a Primarily Natural State,2712,,Survey,{A5912F3A-017B-43EC-BA19-F3A5B29D2333},Maine Coast Heritage Trust,Private,,,7/16/24,SDE,43.72106,-70.188431,,1384,Clapboard Island Preserve,,Clapboard Island East,Allowed,16,Public,65215.66669,1651.660367,Stewardship,Falmouth,Clapboard Island East,2014
"MultiPolygon (((-70.05776468439719906 43.76863671092049657, -70.05774712347420063 43.76862521892780222, -70.05773826107760271 43.76861894786620155, -70.05772207319219547 43.7686138070535975, -70.05769719805650197 43.76861233285760022, -70.05767226739469322 43.76860770783689958, -70.05764741199800483 43.76860735352119747, -70.05762252929939393 43.76860544989730073, -70.05761261887479918 43.76860210305790133, -70.05759754424900621 43.76859773795759878, -70.0575829620263022 43.76858436989179779, -70.05757217648449853 43.76856830696449663, -70.05757100359099354 43.76856647293809743, -70.05756590737320266 43.76854851248040035, -70.05756225589929898 43.76853053865300325, -70.05757120894580225 43.76851339988620282, -70.05757200833849652 43.76851244078599734, -70.05758685400809327 43.768494295784798, -70.05759197159069629 43.76847624080760113, -70.05758432254700097 43.76845830397490289, -70.05758167605519304 43.76844032084750324, -70.05758350166939863 43.76842229633469827, -70.05758288874419293 43.76840429438839664, -70.05758364602169763 43.76838627976199803, -70.05758490392570081 43.76836826050269735, -70.05759293830129764 43.76835017853260013, -70.05759317150260301 43.76834959292769867, -70.05760033664050468 43.76833210244799943, -70.05760446786050011 43.76831405659790164, -70.05760664253659797 43.76829602885410253, -70.05760691160270426 43.76827801874519963, -70.05760667507389883 43.76826001331529881, -70.057609299441296 43.7682419814096022, -70.05759863052089997 43.76822407252399927, -70.05759084130829706 43.76821735753549802, -70.05756580820059298 43.76820690887480225, -70.05754103496460061 43.76821120784460106, -70.05751629500420563 43.76821739550040036, -70.05749148756170541 43.76821975355470329, -70.05748281457739779 43.76822514425499833, -70.05746691237889934 43.76823529373270105, -70.05744647805819625 43.76824348809859799, -70.05744223084940359 43.76824479873550189, -70.05743196860649391 43.76824362235240073, -70.0574172828965942 43.76823918249939993, -70.05740973814360473 43.76822582042510135, -70.05740912403139475 43.76820781848820019, -70.05740688506129743 43.76818983158540277, -70.05741216789270709 43.76817177508630152, -70.0574160019578045 43.76816647868520249, -70.05742557376599677 43.76815364342689918, -70.05744035319800389 43.76813822901159767, -70.05744355606300644 43.76813546942079824, -70.05746485941429569 43.7681187764215025, -70.05746737565820581 43.76811724139889748, -70.05748948886160576 43.76810631864599799, -70.05750229345190405 43.76809891067630076, -70.0575139697168936 43.76808542837159877, -70.05751868190999687 43.76808075140669985, -70.05752969144279518 43.76806264190950202, -70.05753816360069663 43.76804825285559986, -70.05754309849869799 43.76804451022510278, -70.05756271395880219 43.76803130919760321, -70.0575875138011952 43.76802852441760194, -70.05761235807540288 43.76802826118819922, -70.05763727597449986 43.76803217594009965, -70.05766229149070057 43.76804162982730162, -70.05766726817789447 43.76804336112100202, -70.0576872621649045 43.76804853874700285, -70.05771212296220085 43.76804921263949666, -70.05773703690969967 43.76805290231099832, -70.05776184917529292 43.76805082237650169, -70.0577868236245962 43.76805794462970312, -70.05781156111049768 43.76805162188109932, -70.05783626336629766 43.76804330060740256, -70.05783816234530548 43.76804177939359874, -70.05786016935020655 43.76802356806759775, -70.0578607563396929 43.76802310614090175, -70.05788147447459835 43.76800536323440127, -70.05788521291179904 43.76800084743250352, -70.05789809881810015 43.76798720172659785, -70.05790959431439546 43.76797432521029663, -70.0579137206623983 43.76796904949650013, -70.05792857851899669 43.76795090433660107, -70.05793377045280579 43.76793615935520165, -70.0579348835376976 43.76793283835029769, -70.05794913143890312 43.76791469883409746, -70.05795794908389951 43.76789813663229722, -70.05795848242080126 43.76789660464889664, -70.05796680109580166 43.76787852001940138, -70.05797894213660015 43.76786040000349942, -70.05798199379680113 43.76785251862939674, -70.05798578502070484 43.76784232903479932, -70.05799609995780486 43.76782422592229693, -70.05800506333349631 43.76780613532140052, -70.05800600351319929 43.76780491740569801, -70.05802002174409893 43.76778798921819913, -70.05803037767429942 43.76777799185330053, -70.05803951679719432 43.76776980111250026, -70.05804569505619384 43.76775173629300042, -70.05805447564100064 43.76773540042219679, -70.05805555033249732 43.7677336374306023, -70.05807462920809314 43.76771545317180312, -70.05807891123490094 43.76771196236649786, -70.05809375030830211 43.76769726851870246, -70.05810326905840668 43.76768411405890191, -70.05810606394570073 43.7676791468907993, -70.05812772119800513 43.76766161673749878, -70.05812884216550174 43.76766092837169708, -70.05814742037530607 43.76764274873610105, -70.05815217350969704 43.76763913021380148, -70.0581670805602954 43.76762455907920213, -70.05817657912389507 43.76761399609659975, -70.05818164508899315 43.76760641660150242, -70.05819381334029572 43.76758829631010173, -70.05820067154189701 43.76757109945589974, -70.05820091451440135 43.76757022293610078, -70.05820658214760499 43.76755216283549998, -70.0582141031885044 43.7675340855728976, -70.05822230993709354 43.7675160019602032, -70.05822445968000522 43.76751094712329859, -70.05823018376270284 43.7674979214296016, -70.05824052092860654 43.76747981808829735, -70.05824856548379387 43.76746881387099819, -70.05825436490670199 43.76746168227310108, -70.05826990700589363 43.76744353073139848, -70.0582729066073 43.76744002838420045, -70.05828491742110486 43.76742538411100014, -70.058297143990103 43.76740726326799802, -70.05829717702239634 43.76740723414989986, -70.05831755560220131 43.7673890666262011, -70.05832164167679821 43.76738545697519811, -70.05833849887609688 43.76737086505710295, -70.05834608964549659 43.76736273454950066, -70.05835568687969328 43.76735269826109942, -70.05836915936789921 43.76733456587199811, -70.05837041556709721 43.76733309201949851, -70.05838732995430007 43.76731638997149787, -70.05839484290629571 43.76730920197999808, -70.05840884336430463 43.7672981831091974, -70.05841933887130324 43.7672892045474029, -70.05843012073809462 43.76727997842880313, -70.05844326399760291 43.76726184907990103, -70.05844369882839828 43.76726149570480118, -70.0584683569161939 43.76725069325249962, -70.0584778108112971 43.76724352149319941, -70.05849285980269769 43.76723109100719711, -70.05849867945249798 43.76722532058550286, -70.05851734166809308 43.76721029774709848, -70.0585224027157949 43.76720709323370073, -70.05854190664949499 43.76719421810729926, -70.05855286752129985 43.76718880343290152, -70.05856656658130532 43.76718352276189705, -70.05859137091380262 43.76718101503980307, -70.05861617198900149 43.76717832276430187, -70.05864093023730277 43.76717320255229993, -70.05866572411369475 43.7671701024600992, -70.05866742472190367 43.76716973465740068, -70.05869045526380035 43.76716344643830325, -70.05871529523240326 43.76716295971470316, -70.05873244069489658 43.76715112473559799, -70.058739856202493 43.76714665677489791, -70.05876467110410033 43.76714474947139877, -70.05878937459979738 43.76713652702120072, -70.05879378585500206 43.76713254878580273, -70.05880473396319985 43.76711443973240279, -70.05881359139310405 43.76710071599570284, -70.0588189168142037 43.76709630070819657, -70.05883818717100553 43.76708638904860038, -70.05886057141610479 43.76707790715209967, -70.05886286071090296 43.76707647054210071, -70.05888743731300394 43.76706105790240287, -70.05891229068940618 43.76706133363460083, -70.05891757861989788 43.7670593713281022, -70.05893508312580309 43.76704120151160282, -70.05893674643449742 43.76703907200460009, -70.05893789054769627 43.76704117549819983, -70.05894532365870475 43.76705911424529916, -70.05896214039320569 43.76706998718800179, -70.05896627588529668 43.7670769277218028, -70.05896243024969294 43.76708641555700297, -70.05895669924720437 43.76709502408250074, -70.058942337558193 43.76711316478090197, -70.05893821188369941 43.76712213208860192, -70.05893139570309813 43.76713127378950219, -70.05891987496499951 43.76714938816090239, -70.05891400571890415 43.76715854179540344, -70.05890211328299699 43.76716756035759914, -70.05888942038079392 43.76717346111259843, -70.05887970566840295 43.76718577559829981, -70.05886614641239873 43.76720390885189715, -70.05886511982680531 43.76720452341960055, -70.05884044515509856 43.76721438071110271, -70.05883081713980687 43.76722224380549875, -70.05881797586769721 43.76724037040119697, -70.05881622198090497 43.76724983164830007, -70.05881510221439612 43.76725840464690265, -70.05881648556329822 43.76726477283099825, -70.05881948440749341 43.76727637166789719, -70.05883034357690065 43.76729427867959998, -70.05882931587549933 43.76731229582269833, -70.05882782233810246 43.76733031728179668, -70.05882117230939343 43.76734838651540116, -70.05881808194270377 43.76735526344580052, -70.05880994839010611 43.76736649812509938, -70.05880535175710122 43.76738454833329683, -70.05879490173549584 43.76740265277150144, -70.05879408564040034 43.76740357872100162, -70.05877605299059496 43.76742083501920177, -70.0587696296322946 43.76742583672010056, -70.05875341543159607 43.76743905236470056, -70.05874510978300407 43.76744447667390148, -70.0587204522864937 43.76745531429499891, -70.05871335184519921 43.7674574311417004, -70.0586958456434985 43.76746903536020028, -70.05867102830309534 43.7674708121161018, -70.05866095908959323 43.76747592411700083, -70.05867139967169521 43.76749186588740059, -70.05867232259519994 43.76749382647120257, -70.05868121282389893 43.76751175173590269, -70.05868713660730407 43.76752970448030311, -70.05867257100850054 43.76754784703250323, -70.05867240048080191 43.7675486040319015, -70.05866615196539726 43.7675659141168012, -70.05865290560349479 43.7675840444454991, -70.05864820770609924 43.76758579148509654, -70.05862720087070272 43.76760229017820336, -70.05862370857110477 43.76760561162009822, -70.05860607872429568 43.76762049345649785, -70.05859918330010316 43.76762395086510082, -70.05857457662399668 43.7676376755057035, -70.05857314415629844 43.76763880614709734, -70.05857112258570396 43.76765683249300309, -70.05856082896889347 43.76767493546019949, -70.0585505691399959 43.76768537407019721, -70.05853507572210503 43.76769318162129707, -70.0585260051531975 43.76770152123010149, -70.05851455724270238 43.76771137929100064, -70.05851406981460627 43.76772939142600194, -70.05850782710290048 43.76774745686760326, -70.05850206668620217 43.76775313670260203, -70.05848478809750191 43.76776567787739936, -70.05847761354050363 43.76777557108619732, -70.05847255530339623 43.76778379879699798, -70.0584700454991065 43.76780182966260213, -70.05846218661480407 43.76781991007030115, -70.05845369124469357 43.76782810748790098, -70.05844192397169934 43.76783810535710018, -70.05843185885760249 43.76785620619590134, -70.05842938445779566 43.76785884381899905, -70.05841114029119865 43.76787440569970045, -70.05840492381260276 43.76788085687790186, -70.05838947885210644 43.76789261393169994, -70.05838434664960346 43.76791066908160133, -70.05839664059629968 43.76792856284490085, -70.05840593225769908 43.76793804153940215, -70.05841056188620541 43.76794644153540048, -70.05840615084819945 43.76795043686080078, -70.05838150356059657 43.76796186856490323, -70.05837965814519919 43.76796473536119692, -70.05836971224690046 43.76798283509020138, -70.05837164963149633 43.76800082476749765, -70.05836971743170238 43.76801885028110206, -70.05835775681219957 43.76802436873580149, -70.05834747580119881 43.76803706387789816, -70.05833336328680616 43.76805019337029989, -70.05832917455309428 43.76805524097999722, -70.05833245355140093 43.76807321823360297, -70.05832039580660364 43.76809133751500269, -70.05830942336119449 43.76810174308519663, -70.05830268087329671 43.76810950918309828, -70.05828954608600156 43.7681276384349971, -70.05828515647320387 43.76813475247679719, -70.05827949205909988 43.76814573915689977, -70.05827311134629554 43.76816380586249977, -70.05826103542040073 43.76817603411320334, -70.05825483488240479 43.76818198272280114, -70.05823659342709675 43.76819911571450206, -70.05823576709660472 43.76820016690769677, -70.05822984226969652 43.76821822938929785, -70.05821569624799849 43.76823636799620232, -70.05821245506190564 43.76823941878650004, -70.05819822223669746 43.7682545374168015, -70.05818805710229924 43.76826500032729683, -70.05818174574000068 43.76827269759839822, -70.05816363475820197 43.768289200003899, -70.05816041701160657 43.76829090270540235, -70.058139127544095 43.76830858702459892, -70.0581386957198049 43.76830911144300273, -70.05813341309620057 43.76832716797309786, -70.05813384978580416 43.76834517154839688, -70.0581240379151069 43.76836327001390003, -70.05811543116899998 43.76837396609349895, -70.05811010425260577 43.76838140664109744, -70.05809387241829711 43.76839956454440284, -70.05809107185530138 43.76840174508519965, -70.0580801337716963 43.76841769936240212, -70.05807947229639865 43.7684357131048003, -70.05807075730319866 43.76845380141009656, -70.0580671834516977 43.76845623671439967, -70.05804259543799617 43.7684710460250983, -70.0580404643864938 43.76847208948770174, -70.05802433561389364 43.76849024642680064, -70.05801824470090367 43.76849931562900053, -70.05801613488900159 43.76850832996669993, -70.05799797874209389 43.76852650567109748, -70.05799400909160113 43.76853411732560062, -70.05798713573119585 43.76854461367040017, -70.05798169403409759 43.76856267166549941, -70.05796971726100253 43.76856573128859651, -70.05794499618049542 43.76857299571759796, -70.05792017121790138 43.76857436720970185, -70.05789530701190415 43.76857351241770289, -70.05788002979480211 43.76858162040569766, -70.05787076317889728 43.7685908333448026, -70.05784607393769647 43.76859990542259737, -70.05784578390060346 43.76859994502289908, -70.0578213489243069 43.76860694836759791, -70.05781416038600184 43.76861824535669854, -70.05779839424450017 43.76863639890699886, -70.05779703185619667 43.76863713722419647, -70.05777225105110517 43.76864101583620226, -70.05776468439719906 43.76863671092049657)))",Little Whaleboat Island (West),4,Little Whaleboat Island (West),1.630103,Fee Owned,,Cumberland,,,11/15/21,0,1632,2 -Permanent Protection to Maintain a Primarily Natural State,29514,,contours from LiDAR,{3A583A0E-1FA1-406D-97D5-AFBC62FDAE66},Maine Coast Heritage Trust,Private,,,7/16/24,SDE,43.767904,-70.05815,The $1.33 million campaign for the islands brought in more than 400 gifts and raised MCHT's visibility in the region. The Maine Beer Company made a large donation and also introduced its new 'Little Whaleboat Island' beer in honor of the project.,1682,Little Whaleboat Island Preserve,,Little Whaleboat Island (West),Allowed,22.2,Public,6596.791258,497.424893,Stewardship,Harpswell,Little Whaleboat Island (West),2021
"MultiPolygon (((-68.38291227161620611 44.1414979337387976, -68.3831483864222065 44.14193586750840126, -68.38320152058649626 44.14216123614720289, -68.38317890821470257 44.14238169417080115, -68.38305674753219421 44.14255659828830147, -68.38204209022450186 44.14364050982249665, -68.3818202930351049 44.14392741442279799, -68.38175974943580115 44.14396309986660327, -68.38156861790550067 44.14400708170479959, -68.38131711880180319 44.14392018894459824, -68.38114964617270175 44.14401831780720187, -68.38106589521099465 44.14403136899859703, -68.38050200635500175 44.14400130281119772, -68.38035699550950142 44.14396900493999709, -68.38022006215319948 44.14398626867490094, -68.38007493785329416 44.14403950086609996, -68.37973943415650524 44.14406468959670349, -68.37973963008710143 44.14419523802789769, -68.37959457907969352 44.14431599450320221, -68.37941196627110685 44.14429249449280235, -68.37914463176659297 44.14430004523060092, -68.37887863975990399 44.14410502914419965, -68.37876434024489924 44.1440503880546018, -68.37865743000079988 44.1440363017400017, -68.37828375711249862 44.14412430146060018, -68.3780631876029048 44.14406908129050322, -68.37785713417490285 44.14404545118060241, -68.37770497273220371 44.14395008813470156, -68.37754478209760123 44.14365210762559855, -68.37751458966140206 44.14347637940070257, -68.37762904711820511 44.14314388208850204, -68.37820126735960002 44.14245374630939978, -68.37847656629379856 44.14220765446290073, -68.37876658850730394 44.14189861911449952, -68.37908641471139504 44.14150421393009793, -68.37938429106290528 44.14119071802510064, -68.37979663176319889 44.14061674790040257, -68.3800939069121938 44.14028524028439904, -68.38028464191239664 44.1401287178187971, -68.38122285641489384 44.13955309221130108, -68.38133652700429366 44.13951769473599995, -68.38151940785799354 44.13951418331340193, -68.38204554557189851 44.13963857466900009, -68.38234281490140631 44.13968069698219665, -68.38249514622739866 44.13960949427269753, -68.38263972547129299 44.13968230185079733, -68.3828989437384962 44.139926790741697, -68.38314202219960691 44.14044579171130067, -68.38327105673819517 44.1408111208963021, -68.38324867950530006 44.14100907207559743, -68.3830955176240991 44.14130985470980306, -68.38291227161620611 44.1414979337387976)))",Western Sister Island,5,Western Sister Island,38.850889,Fee Owned,Conservation Easement,Hancock,,,12/19/11,0,5450,2 -Permanent Protection to Maintain a Primarily Natural State,2619,,ME TWP,{59F130B4-2DF6-4D5F-817B-794DC75C1971},Maine Coast Heritage Trust,Private,U.S. National Park Service,Federal,7/16/24,SDE,44.142078,-68.380721,,1260,Western Sister Island,MDI Initiative Campaign,Western Sister Island,Allowed,39,,157223.9688,1615.227583,Stewardship,Swans Island,Western Sister Island,2011
